userId  itemId  original  prediction
1248 246 4.0 3.629
1248 11 4.0 3.783
1161 10 4.0 3.805
1161 217 3.5 3.764
1443 2050 3.0 3.731
1443 206 4.0 3.711
959 3 4.0 3.595
958 247 4.0 3.556
958 256 0.5 3.499
958 241 0.5 3.526
958 207 1.0 3.525
958 254 1.5 3.606
958 11 2.0 3.804
958 252 1.5 3.639
958 1 3.0 3.582
398 235 2.0 3.321
1367 12 3.0 3.534
1367 1 4.0 3.646
46 10 3.0 3.78
46 220 3.5 3.252
46 213 4.0 3.681
950 252 3.0 3.669
950 255 4.0 3.913
950 245 3.5 3.795
950 250 3.5 3.776
950 6 4.0 3.791
950 248 2.0 3.736
953 17 3.0 3.47
953 5 3.5 3.625
45 215 3.0 3.559
42 11 4.0 3.842
957 219 3.0 3.75
957 10 1.5 3.445
41 11 4.0 3.594
1111 1 2.0 3.697
638 218 4.0 3.4
638 241 4.0 3.668
638 4 3.0 3.852
1113 8 2.5 3.702
1113 253 2.5 3.579
1112 236 3.5 3.562
1112 207 4.0 3.497
1115 10 2.5 3.89
1115 214 0.5 3.67
1115 245 4.0 3.792
1115 84 4.0 3.777
1115 250 3.5 3.793
1115 207 4.0 3.669
1117 7 4.0 3.653
1117 235 3.0 3.354
1116 211 2.5 3.531
1292 241 3.5 3.642
1118 235 4.0 3.477
1118 236 4.0 3.654
1290 8 3.0 3.855
1290 207 3.5 3.697
1290 236 0.5 3.5
1291 213 4.0 3.663
1291 215 4.0 3.381
1291 207 3.5 3.701
1296 219 4.0 3.478
1296 252 4.0 3.605
1296 233 3.5 3.477
1296 254 3.0 3.644
1173 254 3.5 3.689
1173 1872 4.0 2.918
1173 202 4.0 2.918
1173 3 0.5 3.532
1294 213 2.5 3.533
1295 11 1.5 3.764
1295 234 0.5 3.769
1295 252 0.5 3.606
1350 255 3.5 3.778
1350 7 3.0 3.791
1350 239 3.0 3.855
1356 214 2.5 3.115
1356 213 1.5 3.3
1355 13 4.0 3.836
1355 207 3.0 3.578
1355 251 3.0 3.834
1355 7 2.5 3.528
1355 217 3.5 3.63
488 398 3.5 2.911
488 241 1.5 3.361
487 6 2.0 3.764
487 8 2.5 3.802
487 121 3.0 3.763
487 206 3.0 3.765
487 247 4.0 3.67
487 217 4.0 3.712
487 244 3.0 3.703
486 257 2.0 3.086
486 239 2.0 3.75
485 1302 3.5 3.404
485 217 4.0 3.781
485 214 3.5 3.642
485 246 4.0 3.708
485 212 4.0 3.741
485 206 3.5 3.741
484 7 4.0 3.181
483 217 0.5 3.446
483 248 0.5 3.372
483 251 0.5 3.556
483 236 4.0 3.822
482 212 2.0 3.442
482 11 3.5 3.895
482 245 2.5 3.554
482 205 1.5 3.675
482 207 2.5 3.556
482 214 0.5 3.501
482 254 2.5 3.354
1366 207 3.0 3.552
1366 249 4.0 3.68
1201 84 2.5 3.791
1201 250 3.5 3.842
1201 3 2.5 3.593
472 211 4.0 3.504
472 218 1.5 2.813
472 592 0.5 2.813
473 123 3.0 3.333
473 211 3.5 3.436
471 219 2.5 3.632
471 11 4.0 3.875
476 254 4.0 3.476
477 235 1.0 3.374
477 1 3.0 3.373
477 4 3.0 3.835
477 217 3.5 3.633
477 9 4.0 3.502
477 256 1.5 3.535
477 17 3.0 3.641
1360 253 4.0 3.284
475 2 1.5 3.618
475 236 4.0 3.611
478 714 1.5 2.25
478 310 4.0 3.0
478 204 0.5 2.25
1368 1 3.5 3.235
1368 241 3.5 3.267
1368 6 3.0 3.736
1369 239 2.5 3.657
